experiment,condition,mode,seed,step,oxygen,glucose,IFN_gamma,IL2,PD_L1,TGF_beta
perturbation_PD1_KO,PD1_KO,rules,456,8,0.065083,3.332232,0.027247,0.0,0.010912,0.041337
perturbation_PD1_KO,PD1_KO,rules,456,9,0.062629,3.224985,0.030347,0.0,0.011443,0.053301
perturbation_PD1_KO,PD1_KO,rules,456,10,0.060179,3.117203,0.032312,0.0,0.011975,0.066559
perturbation_PD1_KO,PD1_KO,rules,456,11,0.057756,3.010076,0.033331,0.0,0.012402,0.08183
perturbation_PD1_KO,PD1_KO,rules,456,12,0.05539,2.904933,0.037373,0.0,0.0127,0.09618
perturbation_PD1_KO,PD1_KO,rules,456,13,0.053022,2.798849,0.036636,0.0,0.013016,0.109832
perturbation_PD1_KO,PD1_KO,rules,456,14,0.050689,2.695362,0.037972,0.0,0.013263,0.122467
perturbation_PD1_KO,PD1_KO,rules,456,15,0.04842,2.596513,0.041675,0.0,0.013392,0.134091
perturbation_PD1_KO,PD1_KO,rules,456,16,0.046246,2.503326,0.040757,0.0,0.013455,0.14456
perturbation_PD1_KO,PD1_KO,rules,456,17,0.044156,2.414476,0.041682,0.0,0.013341,0.153517
perturbation_PD1_KO,PD1_KO,rules,456,18,0.042218,2.332534,0.044889,0.0,0.013129,0.160857
perturbation_PD1_KO,PD1_KO,rules,456,19,0.040335,2.252276,0.0444,0.0,0.012975,0.16746
perturbation_PD1_KO,PD1_KO,rules,456,20,0.038595,2.17787,0.04441,0.0,0.012721,0.172809
perturbation_PD1_KO,PD1_KO,rules,456,21,0.036957,2.109011,0.046169,0.0,0.01245,0.177206
perturbation_PD1_KO,PD1_KO,rules,456,22,0.035355,2.041332,0.046052,0.0,0.012225,0.181401
perturbation_PD1_KO,PD1_KO,rules,456,23,0.033855,1.977855,0.046322,0.0,0.011861,0.183985
perturbation_PD1_KO,PD1_KO,rules,456,24,0.032383,1.9156,0.04494,0.0,0.011477,0.185538
perturbation_PD1_KO,PD1_KO,rules,456,25,0.031039,1.859009,0.046196,0.0,0.010978,0.186966
perturbation_PD1_KO,PD1_KO,rules,456,26,0.029774,1.80572,0.047826,0.0,0.010427,0.186555
perturbation_PD1_KO,PD1_KO,rules,456,27,0.028498,1.751736,0.045043,0.0,0.00993,0.185502
perturbation_PD1_KO,PD1_KO,rules,456,28,0.027258,1.698769,0.045914,0.0,0.009394,0.184158
perturbation_PD1_KO,PD1_KO,rules,456,29,0.026101,1.649425,0.047698,0.0,0.008812,0.181272
perturbation_PD1_KO,PD1_KO,rules,456,30,0.024955,1.600196,0.045553,0.0,0.008215,0.178316
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,2,0.080234,3.978449,0.012625,0.0,0.004432,0.010664
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,3,0.077775,3.876665,0.021737,0.0,0.005839,0.015365
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,4,0.075359,3.776025,0.025939,0.0,0.006931,0.01969
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,5,0.072989,3.676781,0.03297,0.00575,0.049771,0.068118
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,6,0.070626,3.576931,0.029923,0.005448,0.042562,0.068523
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,7,0.068318,3.478979,0.038056,0.005161,0.036707,0.07212
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,8,0.066023,3.380911,0.039375,0.00489,0.032102,0.07783
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,9,0.063742,3.282727,0.041063,0.004634,0.02847,0.084882
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,10,0.061496,3.185473,0.051956,0.010892,0.065157,0.150596
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,11,0.059253,3.087745,0.046886,0.010286,0.055257,0.156767
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,12,0.057084,2.992939,0.053197,0.00971,0.047201,0.16268
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,13,0.054954,2.899421,0.053252,0.009165,0.040732,0.168353
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,14,0.052858,2.809553,0.053802,0.008647,0.035539,0.173272
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,15,0.0508,2.723321,0.057547,0.014281,0.056553,0.241148
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,16,0.04884,2.641228,0.051792,0.013499,0.048512,0.241193
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,17,0.046996,2.563644,0.056963,0.012758,0.041984,0.240934
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,18,0.045205,2.488058,0.057667,0.012055,0.036788,0.240771
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,19,0.043485,2.415407,0.056925,0.011389,0.032629,0.240396
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,20,0.041801,2.344124,0.059858,0.015899,0.043086,0.306452
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,21,0.040101,2.27223,0.053872,0.015034,0.037925,0.30098
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,22,0.038491,2.205101,0.05906,0.014214,0.033693,0.295546
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,23,0.036955,2.140088,0.059229,0.013436,0.030377,0.290471
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,24,0.035485,2.078225,0.058631,0.012698,0.027539,0.286703
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,25,0.034005,2.014504,0.064393,0.017373,0.037283,0.345786
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,26,0.032553,1.952231,0.057953,0.016438,0.033186,0.336497
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,27,0.031146,1.89188,0.063158,0.01555,0.029749,0.328175
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,28,0.029819,1.834061,0.061467,0.014708,0.026929,0.31917
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,29,0.02858,1.780761,0.061321,0.013908,0.024243,0.310735
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,30,0.027378,1.727719,0.061688,0.020899,0.042652,0.373475
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,2,0.080266,3.980013,0.01375,0.0,0.004295,0.010882
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,3,0.077858,3.880886,0.023125,0.0,0.005574,0.015679
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,4,0.075472,3.781864,0.027438,0.0,0.006617,0.020093
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,5,0.073112,3.683222,0.036069,0.00775,0.048716,0.072403
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,6,0.070782,3.5852,0.032712,0.007344,0.041553,0.072579
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,7,0.068488,3.488066,0.040641,0.006959,0.035811,0.07329
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,8,0.066206,3.390803,0.041902,0.006595,0.031233,0.07762
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,9,0.063934,3.293183,0.044036,0.006251,0.027623,0.086403
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,10,0.061683,3.195822,0.047508,0.0123,0.07177,0.153258
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,11,0.059455,3.098834,0.042757,0.011607,0.060428,0.15929
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,12,0.057244,3.002467,0.050606,0.010952,0.051379,0.165375
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,13,0.055047,2.906433,0.049421,0.010332,0.044179,0.171431
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,14,0.052881,2.81202,0.050229,0.009745,0.038423,0.177303
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,15,0.050733,2.718316,0.054831,0.013689,0.05107,0.24533
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,16,0.048672,2.629974,0.049348,0.012928,0.044022,0.246116
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,17,0.046752,2.549278,0.054188,0.012207,0.038248,0.24599
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,18,0.044932,2.47293,0.055719,0.011525,0.033597,0.245649
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,19,0.043214,2.40054,0.054772,0.010878,0.029816,0.24511
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,20,0.041568,2.330646,0.06067,0.016016,0.038006,0.30344
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,21,0.039931,2.2617,0.054603,0.015025,0.033474,0.298325
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,22,0.038323,2.193448,0.059143,0.014088,0.029994,0.293801
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,23,0.036781,2.128237,0.059853,0.013202,0.027175,0.289489
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,24,0.035306,2.065519,0.058118,0.012364,0.024825,0.285672
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,25,0.033843,2.004867,0.060556,0.018446,0.035114,0.34571
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,26,0.032415,1.944496,0.054501,0.01733,0.031249,0.336464
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,27,0.031063,1.886209,0.059926,0.016282,0.027912,0.327283
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,28,0.029736,1.828841,0.058683,0.01533,0.025065,0.318986
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,29,0.028482,1.774662,0.05944,0.014428,0.022495,0.309628
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,30,0.027222,1.719597,0.059496,0.019201,0.028738,0.368719
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,2,0.080225,3.977726,0.01275,0.0,0.004368,0.010553
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,3,0.077767,3.875772,0.0211,0.0,0.005728,0.015205
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,4,0.075362,3.775493,0.02669,0.0,0.006781,0.019435
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,5,0.072964,3.674629,0.029971,0.008375,0.057317,0.072327
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,6,0.070578,3.573437,0.027049,0.007942,0.048708,0.072287
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,7,0.068264,3.47495,0.035744,0.007533,0.041672,0.07355
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,8,0.065932,3.374766,0.03637,0.007145,0.036199,0.078313
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,9,0.063677,3.277536,0.039558,0.006777,0.031639,0.085469
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,10,0.06143,3.179908,0.045852,0.012554,0.074434,0.151478
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,11,0.059229,3.083778,0.041517,0.011897,0.062629,0.157131
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,12,0.057067,2.988853,0.050815,0.011275,0.053163,0.163032
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,13,0.054905,2.893625,0.048984,0.010686,0.045695,0.168836
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,14,0.052765,2.80045,0.04971,0.010129,0.039784,0.17455
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,15,0.0507,2.710774,0.057864,0.015975,0.063054,0.237408
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,16,0.048679,2.623802,0.052078,0.015139,0.053789,0.237849
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,17,0.046727,2.540287,0.05462,0.014346,0.046347,0.237879
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,18,0.044851,2.462195,0.056533,0.013596,0.040341,0.237383
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,19,0.043083,2.388313,0.054005,0.012885,0.035535,0.236701
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,20,0.041405,2.317723,0.059104,0.017586,0.049373,0.297849
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,21,0.039756,2.250634,0.053194,0.016664,0.042828,0.291959
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,22,0.038234,2.186706,0.058124,0.015791,0.037553,0.286766
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,23,0.036737,2.124583,0.059187,0.014965,0.033277,0.281688
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,24,0.035289,2.064588,0.057643,0.014182,0.029709,0.277091
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,25,0.033893,2.006858,0.059504,0.019565,0.037483,0.331487
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,26,0.032522,1.948593,0.053554,0.018493,0.032862,0.321896
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,27,0.031154,1.890479,0.058698,0.017478,0.029102,0.313371
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,28,0.029804,1.833798,0.058203,0.016516,0.025929,0.304029
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,29,0.028555,1.780911,0.058883,0.015605,0.023032,0.295584
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,30,0.027328,1.729319,0.060245,0.021036,0.026972,0.347015
perturbation_CTLA4_KO,CTLA4_KO,rules,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
perturbation_CTLA4_KO,CTLA4_KO,rules,123,2,0.080234,3.978449,0.012625,0.0,0.004432,0.010664
perturbation_CTLA4_KO,CTLA4_KO,rules,123,3,0.077775,3.876665,0.021737,0.0,0.005839,0.015365
perturbation_CTLA4_KO,CTLA4_KO,rules,123,4,0.075359,3.776025,0.025939,0.0,0.006931,0.01969
perturbation_CTLA4_KO,CTLA4_KO,rules,123,5,0.072989,3.676781,0.02797,0.0,0.007771,0.023668
perturbation_CTLA4_KO,CTLA4_KO,rules,123,6,0.070616,3.576431,0.030548,0.0,0.008525,0.027329
perturbation_CTLA4_KO,CTLA4_KO,rules,123,7,0.068273,3.476732,0.033618,0.0,0.009126,0.033697
perturbation_CTLA4_KO,CTLA4_KO,rules,123,8,0.065959,3.377824,0.035256,0.0,0.00961,0.04173
perturbation_CTLA4_KO,CTLA4_KO,rules,123,9,0.063651,3.27831,0.037356,0.0,0.010058,0.052121
perturbation_CTLA4_KO,CTLA4_KO,rules,123,10,0.061376,3.179712,0.039995,0.0,0.010391,0.06393
perturbation_CTLA4_KO,CTLA4_KO,rules,123,11,0.059121,3.081286,0.041246,0.0,0.010685,0.07547
perturbation_CTLA4_KO,CTLA4_KO,rules,123,12,0.056923,2.985103,0.043871,0.0,0.010841,0.087661
perturbation_CTLA4_KO,CTLA4_KO,rules,123,13,0.054778,2.892139,0.044734,0.0,0.010906,0.098802
perturbation_CTLA4_KO,CTLA4_KO,rules,123,14,0.052661,2.801198,0.045636,0.0,0.010962,0.109127
perturbation_CTLA4_KO,CTLA4_KO,rules,123,15,0.050582,2.713432,0.047447,0.0,0.011022,0.118626
perturbation_CTLA4_KO,CTLA4_KO,rules,123,16,0.04857,2.630074,0.047577,0.0,0.011102,0.127665
perturbation_CTLA4_KO,CTLA4_KO,rules,123,17,0.046686,2.550472,0.047945,0.0,0.011189,0.136131
perturbation_CTLA4_KO,CTLA4_KO,rules,123,18,0.044908,2.475599,0.0494,0.0,0.011133,0.143394
perturbation_CTLA4_KO,CTLA4_KO,rules,123,19,0.043181,2.402872,0.04921,0.0,0.011084,0.149852
perturbation_CTLA4_KO,CTLA4_KO,rules,123,20,0.041524,2.333129,0.049789,0.0,0.011037,0.155343
perturbation_CTLA4_KO,CTLA4_KO,rules,123,21,0.039942,2.266754,0.050685,0.0,0.010936,0.159944
perturbation_CTLA4_KO,CTLA4_KO,rules,123,22,0.038414,2.203207,0.050117,0.0,0.01079,0.163878
perturbation_CTLA4_KO,CTLA4_KO,rules,123,23,0.036946,2.141218,0.05123,0.0,0.010492,0.166747
perturbation_CTLA4_KO,CTLA4_KO,rules,123,24,0.035533,2.081923,0.050982,0.0,0.010171,0.169086
perturbation_CTLA4_KO,CTLA4_KO,rules,123,25,0.034165,2.024318,0.050759,0.0,0.009807,0.170488
perturbation_CTLA4_KO,CTLA4_KO,rules,123,26,0.032814,1.966127,0.051808,0.0,0.009305,0.170578
perturbation_CTLA4_KO,CTLA4_KO,rules,123,27,0.031524,1.910715,0.051377,0.0,0.008826,0.169686
perturbation_CTLA4_KO,CTLA4_KO,rules,123,28,0.030259,1.855049,0.050864,0.0,0.008387,0.168715
perturbation_CTLA4_KO,CTLA4_KO,rules,123,29,0.029031,1.801718,0.051778,0.0,0.007927,0.167297
perturbation_CTLA4_KO,CTLA4_KO,rules,123,30,0.027834,1.748786,0.050975,0.0,0.007446,0.165317
perturbation_CTLA4_KO,CTLA4_KO,rules,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
perturbation_CTLA4_KO,CTLA4_KO,rules,42,2,0.080266,3.980013,0.01375,0.0,0.004295,0.010882
perturbation_CTLA4_KO,CTLA4_KO,rules,42,3,0.077858,3.880886,0.023125,0.0,0.005574,0.015679
perturbation_CTLA4_KO,CTLA4_KO,rules,42,4,0.075472,3.781864,0.027438,0.0,0.006617,0.020093
perturbation_CTLA4_KO,CTLA4_KO,rules,42,5,0.073112,3.683222,0.029569,0.0,0.007466,0.024153
perturbation_CTLA4_KO,CTLA4_KO,rules,42,6,0.070782,3.5852,0.031487,0.0,0.008151,0.027889
perturbation_CTLA4_KO,CTLA4_KO,rules,42,7,0.068487,3.488041,0.034838,0.0,0.008674,0.032375
perturbation_CTLA4_KO,CTLA4_KO,rules,42,8,0.0662,3.390639,0.036604,0.0,0.009116,0.040553
perturbation_CTLA4_KO,CTLA4_KO,rules,42,9,0.063923,3.292875,0.038944,0.0,0.009526,0.052201
perturbation_CTLA4_KO,CTLA4_KO,rules,42,10,0.061664,3.195234,0.03955,0.0,0.009876,0.064568
perturbation_CTLA4_KO,CTLA4_KO,rules,42,11,0.059423,3.097707,0.04072,0.0,0.010185,0.076845
perturbation_CTLA4_KO,CTLA4_KO,rules,42,12,0.057203,3.000539,0.044023,0.0,0.010447,0.08889
perturbation_CTLA4_KO,CTLA4_KO,rules,42,13,0.055006,2.904146,0.043245,0.0,0.010676,0.100572
perturbation_CTLA4_KO,CTLA4_KO,rules,42,14,0.052825,2.809519,0.044671,0.0,0.010871,0.111544
perturbation_CTLA4_KO,CTLA4_KO,rules,42,15,0.05073,2.71952,0.046579,0.0,0.010926,0.120963
perturbation_CTLA4_KO,CTLA4_KO,rules,42,16,0.048754,2.635482,0.046296,0.0,0.010927,0.129779
perturbation_CTLA4_KO,CTLA4_KO,rules,42,17,0.046836,2.555091,0.046791,0.0,0.010946,0.137814
perturbation_CTLA4_KO,CTLA4_KO,rules,42,18,0.045049,2.480964,0.048987,0.0,0.010935,0.144832
perturbation_CTLA4_KO,CTLA4_KO,rules,42,19,0.04335,2.410813,0.048713,0.0,0.010896,0.151213
perturbation_CTLA4_KO,CTLA4_KO,rules,42,20,0.041708,2.343048,0.049467,0.0,0.010847,0.156934
perturbation_CTLA4_KO,CTLA4_KO,rules,42,21,0.040117,2.276175,0.04977,0.0,0.010749,0.161672
perturbation_CTLA4_KO,CTLA4_KO,rules,42,22,0.038572,2.211239,0.049543,0.0,0.010684,0.165881
perturbation_CTLA4_KO,CTLA4_KO,rules,42,23,0.037063,2.147522,0.051214,0.0,0.010657,0.169978
perturbation_CTLA4_KO,CTLA4_KO,rules,42,24,0.035596,2.086127,0.050093,0.0,0.010657,0.173448
perturbation_CTLA4_KO,CTLA4_KO,rules,42,25,0.034176,2.025361,0.050083,0.0,0.01048,0.17649
perturbation_CTLA4_KO,CTLA4_KO,rules,42,26,0.032793,1.96672,0.0517,0.0,0.010271,0.178313
perturbation_CTLA4_KO,CTLA4_KO,rules,42,27,0.03146,1.909171,0.05078,0.0,0.00991,0.178866
perturbation_CTLA4_KO,CTLA4_KO,rules,42,28,0.030184,1.854398,0.050452,0.0,0.009406,0.178324
perturbation_CTLA4_KO,CTLA4_KO,rules,42,29,0.028929,1.799725,0.052157,0.0,0.008906,0.177301
perturbation_CTLA4_KO,CTLA4_KO,rules,42,30,0.027719,1.747064,0.051566,0.0,0.008334,0.175385
perturbation_CTLA4_KO,CTLA4_KO,rules,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
perturbation_CTLA4_KO,CTLA4_KO,rules,456,2,0.080225,3.977726,0.01275,0.0,0.004368,0.010553
perturbation_CTLA4_KO,CTLA4_KO,rules,456,3,0.077767,3.875772,0.0211,0.0,0.005728,0.015205
perturbation_CTLA4_KO,CTLA4_KO,rules,456,4,0.075362,3.775493,0.02669,0.0,0.006781,0.019435
perturbation_CTLA4_KO,CTLA4_KO,rules,456,5,0.072964,3.674629,0.027221,0.0,0.007692,0.023327
perturbation_CTLA4_KO,CTLA4_KO,rules,456,6,0.070583,3.573687,0.029324,0.0,0.008448,0.026907
perturbation_CTLA4_KO,CTLA4_KO,rules,456,7,0.068241,3.473824,0.033142,0.0,0.009021,0.031476
perturbation_CTLA4_KO,CTLA4_KO,rules,456,8,0.065895,3.3729,0.033827,0.0,0.009547,0.039654
perturbation_CTLA4_KO,CTLA4_KO,rules,456,9,0.063615,3.274418,0.037195,0.0,0.009885,0.050178
perturbation_CTLA4_KO,CTLA4_KO,rules,456,10,0.061335,3.175128,0.0391,0.0,0.010223,0.06211
perturbation_CTLA4_KO,CTLA4_KO,rules,456,11,0.059094,3.077042,0.04069,0.0,0.010464,0.075113
perturbation_CTLA4_KO,CTLA4_KO,rules,456,12,0.056902,2.980621,0.045496,0.0,0.010618,0.0873
perturbation_CTLA4_KO,CTLA4_KO,rules,456,13,0.05472,2.884256,0.043897,0.0,0.010768,0.098837
perturbation_CTLA4_KO,CTLA4_KO,rules,456,14,0.052572,2.789049,0.045082,0.0,0.010887,0.109602
perturbation_CTLA4_KO,CTLA4_KO,rules,456,15,0.050491,2.699054,0.048774,0.0,0.010888,0.119355
perturbation_CTLA4_KO,CTLA4_KO,rules,456,16,0.04848,2.613183,0.046521,0.0,0.010829,0.127803
perturbation_CTLA4_KO,CTLA4_KO,rules,456,17,0.046565,2.531782,0.046994,0.0,0.010714,0.1352
perturbation_CTLA4_KO,CTLA4_KO,rules,456,18,0.044762,2.454013,0.04967,0.0,0.01051,0.141105
perturbation_CTLA4_KO,CTLA4_KO,rules,456,19,0.043011,2.381572,0.047703,0.0,0.010347,0.146388
perturbation_CTLA4_KO,CTLA4_KO,rules,456,20,0.041354,2.311554,0.049183,0.0,0.010124,0.150724
perturbation_CTLA4_KO,CTLA4_KO,rules,456,21,0.039796,2.246193,0.050389,0.0,0.009851,0.154037
perturbation_CTLA4_KO,CTLA4_KO,rules,456,22,0.03829,2.183927,0.049475,0.0,0.009545,0.156786
perturbation_CTLA4_KO,CTLA4_KO,rules,456,23,0.036855,2.124066,0.051403,0.0,0.009228,0.158714
perturbation_CTLA4_KO,CTLA4_KO,rules,456,24,0.035461,2.066581,0.050638,0.0,0.00887,0.160263
perturbation_CTLA4_KO,CTLA4_KO,rules,456,25,0.03413,2.012349,0.050449,0.0,0.008544,0.161014
perturbation_CTLA4_KO,CTLA4_KO,rules,456,26,0.032835,1.959285,0.052904,0.0,0.008184,0.161029
perturbation_CTLA4_KO,CTLA4_KO,rules,456,27,0.031561,1.906853,0.050364,0.0,0.007849,0.160443
perturbation_CTLA4_KO,CTLA4_KO,rules,456,28,0.030314,1.854331,0.050827,0.0,0.00747,0.159304
perturbation_CTLA4_KO,CTLA4_KO,rules,456,29,0.029143,1.804927,0.052369,0.0,0.007072,0.157281
perturbation_CTLA4_KO,CTLA4_KO,rules,456,30,0.027976,1.755322,0.050257,0.0,0.006694,0.15557
